employee_id,company_id,dept,seniority,SALARY,join_date,quit_date,churn,duration_jours
836394,1,sales,18,181000,2013-02-04,2014-01-10,yes,340
792633,5,customer_service,24,108000,2015-10-20,NA,No,
24015,6,engineer,18,212000,2014-02-10,NA,No,
996122,2,customer_service,6,76000,2014-04-14,NA,No,
178138,1,customer_service,10,1.00E+05,2011-04-25,2015-01-16,yes,1362
988054,1,customer_service,3,31000,2014-03-24,2015-03-20,yes,361
302578,5,customer_service,6,53000,2012-07-30,2013-09-06,yes,403
824217,4,engineer,7,144000,2014-04-07,NA,No,
9059,1,design,18,204000,2014-11-10,NA,No,
888144,2,sales,15,223000,2011-12-27,NA,No,
566096,3,marketing,7,108000,2012-04-30,2013-05-31,yes,396
149409,6,engineer,3,60000,2014-06-23,2015-06-05,yes,347
529105,3,customer_service,10,60000,2014-11-28,NA,No,
164186,1,data_science,27,284000,2012-09-24,NA,No,
42161,1,engineer,4,71000,2013-05-13,2014-06-20,yes,403
914865,3,customer_service,24,75000,2013-05-20,2015-07-17,yes,788
649390,4,design,8,106000,2013-09-24,2015-10-02,yes,738
879581,1,customer_service,2,31000,2012-05-08,2015-06-19,yes,1137
601079,10,sales,5,124000,2011-07-05,2014-08-22,yes,1144
504583,4,data_science,24,244000,2014-06-30,NA,No,
375202,1,engineer,9,171000,2014-04-08,NA,No,
699755,9,design,12,94000,2013-12-16,NA,No,
3151,3,customer_service,13,57000,2011-11-07,2015-06-26,yes,1327
179920,3,sales,2,44000,2013-12-31,NA,No,
893283,2,engineer,23,319000,2013-04-08,NA,No,
30369,9,design,1,44000,2015-01-20,NA,No,
99542,4,customer_service,25,104000,2014-02-18,NA,No,
88659,3,sales,22,148000,2014-07-07,2015-06-05,yes,333
765984,5,sales,18,143000,2015-11-09,NA,No,
516148,1,engineer,7,219000,2013-05-28,NA,No,
552985,1,customer_service,1,27000,2013-09-23,2015-08-21,yes,697
85506,2,sales,26,197000,2013-03-25,2014-06-20,yes,452
933985,4,customer_service,4,23000,2015-10-12,NA,No,
764568,1,customer_service,4,33000,2011-04-19,2012-03-23,yes,339
903529,1,engineer,5,190000,2011-11-28,2012-12-18,yes,386
40861,5,customer_service,17,99000,2011-08-29,2015-01-02,yes,1222
687568,7,design,18,132000,2012-05-15,2013-04-26,yes,346
613143,1,sales,17,211000,2015-07-13,NA,No,
127304,1,marketing,10,122000,2011-04-05,2014-03-28,yes,1088
935189,5,marketing,17,170000,2012-03-13,NA,No,
397229,2,engineer,27,312000,2013-01-22,NA,No,
687124,1,engineer,19,309000,2014-01-21,2015-02-20,yes,395
52174,7,customer_service,12,64000,2011-06-27,2013-08-30,yes,795
61258,3,customer_service,27,102000,2013-12-16,NA,No,
460003,1,engineer,27,323000,2013-03-18,NA,No,
326077,1,marketing,7,129000,2011-10-31,2012-11-09,yes,375
556540,5,customer_service,26,92000,2014-06-23,NA,No,
390731,1,engineer,18,307000,2013-04-22,2014-05-09,yes,382
665577,1,engineer,23,328000,2012-09-10,2015-01-09,yes,851
735350,6,customer_service,12,63000,2015-10-19,NA,No,
310912,10,engineer,24,226000,2014-09-08,NA,No,
632794,10,customer_service,15,76000,2013-05-20,NA,No,
475767,10,sales,7,124000,2013-02-19,2014-02-28,yes,374
603975,2,marketing,26,176000,2014-06-30,2015-07-29,yes,394
413745,1,engineer,9,168000,2014-03-17,NA,No,
417288,10,customer_service,5,58000,2012-09-17,2014-07-25,yes,676
915879,2,engineer,9,213000,2015-03-23,NA,No,
545040,6,engineer,25,245000,2013-06-10,2015-03-27,yes,655
62346,1,customer_service,4,35000,2013-07-29,2014-09-12,yes,410
684038,1,customer_service,6,84000,2015-07-20,NA,No,
957031,10,data_science,11,125000,2013-10-22,2014-12-12,yes,416
176252,2,engineer,10,191000,2015-10-12,NA,No,
787427,1,marketing,13,127000,2015-07-27,NA,No,
932426,5,customer_service,23,93000,2015-01-05,2015-11-13,yes,312
968758,2,customer_service,26,1.00E+05,2015-08-24,NA,No,
395885,5,data_science,11,156000,2011-03-14,2013-04-01,yes,749
703648,1,marketing,16,221000,2014-08-25,NA,No,
965750,1,data_science,19,398000,2015-05-04,NA,No,
967840,9,customer_service,3,28000,2011-05-16,2012-06-08,yes,389
63381,4,engineer,8,176000,2014-09-15,NA,No,
785991,5,customer_service,10,66000,2013-11-18,NA,No,
633358,1,design,10,132000,2015-01-05,NA,No,
854854,1,data_science,12,191000,2014-02-10,NA,No,
443333,4,customer_service,26,106000,2013-07-01,2015-06-05,yes,704
993707,1,sales,1,52000,2012-01-03,2013-02-15,yes,409
773863,1,marketing,25,170000,2012-09-17,2013-09-06,yes,354
996604,4,customer_service,17,107000,2015-01-12,2015-12-04,yes,326
463182,1,customer_service,20,114000,2012-07-02,2014-08-15,yes,774
324765,1,sales,21,210000,2015-01-05,NA,No,
894692,1,customer_service,4,32000,2015-01-05,NA,No,
723977,2,data_science,9,214000,2012-12-10,NA,No,
191685,8,engineer,12,159000,2012-11-27,NA,No,
58426,5,marketing,1,40000,2012-07-09,2014-09-12,yes,795
352129,1,marketing,6,149000,2012-02-06,2013-01-04,yes,333
524419,3,engineer,16,233000,2014-08-04,2015-08-28,yes,389
279527,1,customer_service,22,122000,2011-03-14,2012-03-23,yes,375
358113,1,customer_service,19,121000,2014-01-06,2015-01-23,yes,382
996619,4,engineer,28,272000,2012-04-23,2013-06-21,yes,424
351288,7,engineer,5,179000,2011-12-01,2013-11-08,yes,708
835444,2,customer_service,29,109000,2011-12-05,NA,No,
663304,7,customer_service,23,89000,2011-06-29,2013-07-12,yes,744
866455,7,customer_service,24,86000,2014-10-27,NA,No,
767229,1,customer_service,3,29000,2015-07-27,NA,No,
15774,4,data_science,2,52000,2014-10-06,NA,No,
380663,2,sales,22,197000,2013-07-11,2015-08-28,yes,778
149038,10,data_science,2,61000,2015-02-02,NA,No,
322488,1,engineer,26,262000,2013-09-17,NA,No,
77569,3,marketing,22,163000,2015-04-07,NA,No,
843911,8,marketing,18,169000,2014-04-14,NA,No,
733521,1,data_science,5,183000,2013-04-08,2014-04-25,yes,382
739573,2,customer_service,1,26000,2014-04-17,2015-03-27,yes,344
392129,1,marketing,17,213000,2011-02-28,2013-09-27,yes,942
254087,1,data_science,7,214000,2014-04-15,2015-02-27,yes,318
381245,6,data_science,4,48000,2012-12-26,2015-05-08,yes,863
849612,1,engineer,19,280000,2013-12-16,NA,No,
232853,3,customer_service,14,64000,2013-11-11,NA,No,
451833,2,sales,18,191000,2014-05-27,NA,No,
555366,4,customer_service,11,59000,2012-03-05,2014-06-27,yes,844
724007,7,marketing,26,162000,2013-12-09,2015-01-02,yes,389
75688,1,marketing,15,216000,2011-07-05,2013-01-18,yes,563
328384,2,customer_service,18,105000,2014-08-18,2015-09-18,yes,396
763705,1,customer_service,16,98000,2014-03-17,2015-01-30,yes,319
197003,2,data_science,14,174000,2012-09-24,2013-08-23,yes,333
888662,5,marketing,27,182000,2014-01-27,NA,No,
253817,1,customer_service,13,74000,2014-05-12,2015-06-12,yes,396
807337,8,customer_service,18,113000,2011-10-31,2012-10-26,yes,361
484911,2,marketing,20,215000,2015-07-06,NA,No,
935380,1,sales,19,170000,2014-01-13,2015-01-30,yes,382
147458,3,customer_service,12,60000,2012-11-19,2015-01-22,yes,794
252825,7,customer_service,7,72000,2013-09-18,2015-06-26,yes,646
735492,2,customer_service,9,70000,2013-04-29,NA,No,
714961,5,customer_service,19,107000,2013-04-22,NA,No,
852885,4,customer_service,12,63000,2012-07-02,2013-08-02,yes,396
432301,1,engineer,5,207000,2012-05-29,2015-05-08,yes,1074
366295,5,data_science,8,140000,2012-07-03,NA,No,
917760,1,engineer,12,181000,2012-01-09,2014-10-31,yes,1026
525551,1,customer_service,19,123000,2011-09-19,2013-11-21,yes,794
382667,3,sales,11,107000,2014-09-08,2015-09-18,yes,375
694099,4,marketing,8,111000,2012-01-30,2013-02-01,yes,368
878053,1,marketing,1,41000,2013-06-03,2014-06-20,yes,382
35458,4,marketing,19,168000,2013-02-19,2014-10-31,yes,619
412247,2,data_science,29,333000,2011-06-08,2015-06-12,yes,1465
285526,1,sales,3,54000,2014-02-18,NA,No,
123561,2,customer_service,17,113000,2011-08-01,2012-08-17,yes,382
850341,4,customer_service,2,25000,2011-08-01,2012-06-22,yes,326
703689,6,data_science,7,169000,2015-04-30,NA,No,
818820,4,customer_service,28,94000,2013-03-04,2014-12-12,yes,648
750331,6,sales,16,173000,2012-04-30,2013-03-15,yes,319
396601,8,marketing,17,157000,2011-09-12,2013-11-01,yes,781
521758,7,marketing,12,123000,2012-05-09,2013-01-25,yes,261
385000,8,sales,21,209000,2011-06-27,2012-06-08,yes,347
957198,2,customer_service,10,69000,2012-11-05,NA,No,
97820,1,data_science,19,329000,2015-02-02,NA,No,
917994,6,customer_service,6,54000,2011-03-15,2012-03-30,yes,381
247286,5,design,20,154000,2011-11-14,2014-07-25,yes,984
995871,2,data_science,19,343000,2011-03-15,2014-01-31,yes,1053
675404,6,customer_service,17,81000,2012-02-13,2013-02-08,yes,361
935693,1,engineer,25,325000,2012-10-01,NA,No,
846004,3,sales,11,115000,2015-08-12,NA,No,
281753,8,customer_service,5,72000,2011-01-24,2012-01-06,yes,347
771469,1,customer_service,12,84000,2015-03-25,NA,No,
218320,5,data_science,12,154000,2011-10-31,2012-12-21,yes,417
965215,1,design,23,201000,2014-12-09,NA,No,
53643,4,data_science,7,160000,2014-10-06,2015-10-30,yes,389
422776,3,marketing,27,160000,2013-02-11,2015-03-20,yes,767
544095,1,data_science,2,75000,2012-07-16,NA,No,
869084,2,customer_service,3,30000,2012-09-10,NA,No,
694202,6,customer_service,3,23000,2014-11-03,NA,No,
920475,7,data_science,1,58000,2013-10-07,NA,No,
444270,8,engineer,29,276000,2015-01-05,NA,No,
875738,2,customer_service,11,93000,2011-06-27,2015-08-14,yes,1509
293662,4,engineer,17,228000,2015-02-23,NA,No,
967465,2,customer_service,21,118000,2013-08-12,2014-08-15,yes,368
795373,2,marketing,22,198000,2014-01-21,2014-12-05,yes,318
288347,2,engineer,11,187000,2014-01-06,2015-01-30,yes,389
953685,2,marketing,19,188000,2011-11-28,2013-10-25,yes,697
564045,2,customer_service,14,84000,2013-02-14,2014-03-07,yes,386
356562,5,data_science,20,256000,2011-09-26,2012-09-07,yes,347
951194,8,customer_service,6,54000,2013-11-18,2014-10-31,yes,347
396258,5,customer_service,23,95000,2011-11-15,2014-01-31,yes,808
953481,3,engineer,6,133000,2014-02-24,NA,No,
747854,2,engineer,11,166000,2014-12-22,2015-09-11,yes,263
822689,4,sales,25,173000,2011-08-15,2014-11-28,yes,1201
735606,3,sales,7,89000,2013-12-09,2014-12-19,yes,375
552503,2,engineer,8,2.00E+05,2013-06-03,2015-02-20,yes,627
310577,6,customer_service,15,93000,2012-04-09,2013-03-15,yes,340
318775,2,customer_service,7,81000,2012-02-06,2015-09-18,yes,1320
535118,1,customer_service,13,89000,2011-06-13,2012-08-03,yes,417
26820,2,marketing,7,119000,2015-03-11,NA,No,
223283,3,sales,4,36000,2014-07-21,NA,No,
345182,4,sales,26,190000,2014-01-29,NA,No,
900348,4,marketing,28,165000,2015-01-26,NA,No,
778773,10,customer_service,9,66000,2012-08-27,2014-05-23,yes,634
670781,1,customer_service,15,103000,2014-09-25,NA,No,
77207,3,customer_service,3,29000,2014-11-10,NA,No,
825727,1,engineer,5,219000,2015-11-02,NA,No,
857815,4,data_science,11,168000,2012-01-23,2013-02-15,yes,389
275471,1,customer_service,15,123000,2012-05-07,2013-04-12,yes,340
737996,1,customer_service,15,113000,2011-03-14,2013-06-21,yes,830
722148,1,marketing,8,130000,2013-07-29,2015-08-28,yes,760
455546,3,engineer,8,154000,2011-12-12,2013-11-08,yes,697
730075,1,customer_service,27,134000,2013-10-28,2015-11-27,yes,760
857581,3,customer_service,12,58000,2012-12-10,2013-11-18,yes,343
770066,2,customer_service,16,134000,2011-03-21,2012-01-20,yes,305
658228,3,sales,24,148000,2012-09-18,2014-10-24,yes,766
975246,7,customer_service,5,75000,2011-06-20,2015-09-04,yes,1537
854233,4,customer_service,18,104000,2012-01-23,2013-01-18,yes,361
419845,4,customer_service,6,58000,2013-11-18,2015-01-16,yes,424
469330,1,data_science,23,289000,2014-01-06,2015-02-20,yes,410
796183,1,customer_service,28,111000,2011-03-10,2013-10-25,yes,960
981338,4,marketing,24,158000,2014-04-21,NA,No,
63895,1,engineer,26,290000,2015-01-26,NA,No,
408136,4,marketing,14,111000,2012-10-31,NA,No,
197840,1,design,5,138000,2011-06-08,2012-07-13,yes,401
251938,1,engineer,25,274000,2011-04-25,2014-05-30,yes,1131
455878,1,customer_service,18,126000,2013-12-16,NA,No,
26847,1,sales,23,177000,2012-03-26,NA,No,
374021,2,sales,12,108000,2013-07-29,2014-10-03,yes,431
328867,9,customer_service,9,62000,2014-08-25,NA,No,
831454,2,data_science,20,275000,2014-09-22,NA,No,
936614,6,design,2,37000,2011-10-31,2012-12-12,yes,408
908896,3,data_science,9,171000,2013-06-25,2015-07-24,yes,759
725008,1,marketing,12,134000,2013-08-12,2015-03-06,yes,571
217290,3,marketing,28,173000,2012-05-21,2014-04-25,yes,704
763038,1,sales,15,226000,2013-02-11,2013-12-27,yes,319
553020,1,design,5,137000,2015-02-23,NA,No,
528619,2,customer_service,19,117000,2014-08-25,2015-10-09,yes,410
609010,4,customer_service,14,63000,2012-07-30,2015-06-19,yes,1054
331050,1,data_science,9,198000,2014-06-09,NA,No,
309153,2,customer_service,2,28000,2013-07-29,NA,No,
63243,2,customer_service,8,71000,2015-11-16,NA,No,
883668,5,marketing,12,99000,2013-11-21,2014-12-05,yes,379
721966,1,marketing,18,209000,2011-02-01,2012-01-13,yes,346
845547,2,customer_service,9,74000,2014-06-02,NA,No,
570171,3,customer_service,6,63000,2015-04-29,NA,No,
545047,3,marketing,19,172000,2015-07-06,NA,No,
950091,3,engineer,4,59000,2015-01-20,NA,No,
949289,4,design,7,111000,2015-09-29,NA,No,
920509,10,customer_service,16,99000,2013-03-18,2014-01-21,yes,309
886096,2,customer_service,16,120000,2015-07-06,NA,No,
227804,1,data_science,7,202000,2013-01-07,2015-02-06,yes,760
889777,1,customer_service,21,136000,2012-10-17,2014-10-17,yes,730
681136,3,marketing,1,34000,2012-06-04,2014-07-07,yes,763
385451,8,data_science,7,166000,2014-01-21,NA,No,
781193,1,data_science,18,291000,2014-04-21,NA,No,
318682,1,customer_service,15,119000,2012-04-16,2015-08-14,yes,1215
439227,10,customer_service,10,53000,2014-12-01,NA,No,
984085,4,data_science,19,246000,2015-08-31,NA,No,
231100,1,engineer,29,292000,2013-06-19,NA,No,
641745,1,data_science,3,79000,2014-01-02,NA,No,
736898,5,engineer,20,223000,2013-12-09,2015-02-06,yes,424
665633,1,sales,6,113000,2012-10-04,2013-09-20,yes,351
374089,3,customer_service,7,67000,2012-05-14,2013-06-07,yes,389
344416,2,sales,10,115000,2011-11-28,NA,No,
848399,3,customer_service,23,1.00E+05,2013-12-30,NA,No,
751247,5,customer_service,25,103000,2014-04-29,2015-05-29,yes,395
617054,10,customer_service,28,88000,2011-11-14,2012-11-15,yes,367
254990,3,customer_service,17,106000,2014-09-29,NA,No,
271165,2,sales,27,219000,2014-10-20,NA,No,
296046,1,customer_service,27,118000,2014-07-07,NA,No,
784409,1,engineer,8,208000,2015-07-20,NA,No,
539680,3,design,15,152000,2013-05-13,2014-04-21,yes,343
854059,10,data_science,25,194000,2012-02-06,2013-03-15,yes,403
928399,2,engineer,7,152000,2012-02-27,2013-10-04,yes,585
621087,7,customer_service,3,23000,2015-06-16,NA,No,
855958,4,customer_service,19,91000,2011-08-29,2012-08-10,yes,347
440761,3,data_science,6,129000,2012-10-29,2013-11-01,yes,368
738038,1,sales,22,245000,2011-10-03,2014-08-22,yes,1054
446529,1,data_science,20,304000,2013-03-25,NA,No,
387624,1,engineer,17,280000,2015-08-31,NA,No,
59275,5,design,23,154000,2013-01-07,2015-03-06,yes,788
351514,3,customer_service,8,56000,2013-10-14,2014-11-21,yes,403
377843,1,engineer,13,179000,2011-09-13,2013-08-09,yes,696
380426,4,design,25,143000,2015-04-15,NA,No,
624948,2,customer_service,22,107000,2011-02-07,2013-02-22,yes,746
668459,2,customer_service,13,70000,2015-07-06,NA,No,
277564,2,engineer,11,151000,2015-08-03,NA,No,
749919,5,sales,14,101000,2015-06-16,NA,No,
473273,1,engineer,21,365000,2015-09-28,NA,No,
758015,1,marketing,24,184000,2014-05-12,2015-05-08,yes,361
374491,1,engineer,16,278000,2011-11-28,2013-01-11,yes,410
60218,1,sales,21,183000,2013-09-09,NA,No,
797701,5,sales,16,149000,2012-12-03,2014-01-17,yes,410
850267,1,customer_service,21,125000,2014-01-27,2015-01-23,yes,361
709570,1,marketing,8,124000,2012-06-11,NA,No,
378844,7,sales,5,107000,2012-04-04,NA,No,
713840,1,engineer,13,196000,2015-06-29,NA,No,
942645,8,data_science,16,242000,2012-04-23,2014-03-14,yes,690
498844,1,sales,9,153000,2015-04-15,NA,No,
302324,1,customer_service,14,81000,2013-04-29,2015-03-13,yes,683
298020,1,marketing,8,141000,2015-06-15,NA,No,
94288,1,customer_service,1,31000,2015-06-22,NA,No,
752449,2,sales,18,188000,2015-02-02,NA,No,
769719,1,sales,21,213000,2012-09-10,2013-10-04,yes,389
788901,10,customer_service,2,26000,2012-12-24,NA,No,
531166,1,marketing,23,191000,2013-11-25,2015-02-06,yes,438
867411,1,sales,2,56000,2013-02-04,NA,No,
276680,1,marketing,16,187000,2015-03-26,NA,No,
367781,1,data_science,8,159000,2015-10-05,NA,No,
970376,2,engineer,9,186000,2013-06-04,2014-06-10,yes,371
838482,8,engineer,10,175000,2012-12-10,2015-02-27,yes,809
232394,9,customer_service,29,102000,2015-02-02,NA,No,
240991,1,engineer,8,209000,2015-04-06,NA,No,
842894,7,customer_service,9,66000,2015-09-21,NA,No,
578459,1,engineer,15,326000,2013-04-01,NA,No,
915525,3,customer_service,26,97000,2015-01-20,NA,No,
256319,4,engineer,20,259000,2012-05-07,2014-03-07,yes,669
577892,1,customer_service,16,118000,2015-03-18,NA,No,
626787,7,sales,11,110000,2015-04-06,NA,No,
33055,1,design,16,187000,2015-06-08,NA,No,
168372,1,marketing,12,120000,2014-05-27,NA,No,
828941,1,engineer,13,192000,2012-03-12,2013-04-05,yes,389
399655,1,customer_service,13,60000,2015-04-16,NA,No,
463223,1,customer_service,27,122000,2011-09-12,2013-10-25,yes,774
965722,4,data_science,11,164000,2015-08-03,NA,No,
613139,5,design,6,112000,2012-01-23,2012-11-30,yes,312
899645,2,customer_service,5,70000,2011-04-13,2014-12-19,yes,1346
601664,4,data_science,16,201000,2011-04-11,2015-04-06,yes,1456
872981,3,marketing,12,128000,2015-03-16,NA,No,
429814,1,customer_service,14,77000,2014-08-11,2015-09-16,yes,401
351593,1,customer_service,3,32000,2011-09-12,2014-11-21,yes,1166
90393,5,sales,17,147000,2012-04-16,2013-06-07,yes,417
553753,2,marketing,2,51000,2015-06-29,NA,No,
108963,1,marketing,3,53000,2012-06-11,NA,No,
923975,3,customer_service,12,65000,2012-05-14,2014-11-07,yes,907
386213,2,customer_service,7,81000,2011-02-07,2012-10-12,yes,613
804589,1,customer_service,9,83000,2015-01-05,NA,No,
142266,5,customer_service,14,54000,2015-04-13,NA,No,
946421,1,customer_service,12,71000,2013-11-04,NA,No,
988566,7,customer_service,13,64000,2011-09-19,NA,No,
404352,4,data_science,28,280000,2013-10-28,NA,No,
100255,10,customer_service,16,99000,2015-10-19,NA,No,
199358,1,data_science,8,170000,2014-09-29,NA,No,
721191,1,data_science,24,321000,2013-09-23,2014-08-22,yes,333
973837,10,design,2,34000,2011-06-06,2012-05-18,yes,347
969922,7,sales,17,156000,2012-01-17,2013-03-08,yes,416
333960,1,data_science,17,306000,2013-12-30,2014-12-05,yes,340
971198,4,customer_service,17,86000,2012-06-11,2015-10-23,yes,1229
95249,8,sales,7,87000,2014-07-14,NA,No,
505512,1,sales,10,116000,2012-02-13,2014-03-07,yes,753
266109,1,sales,16,214000,2014-07-21,2015-06-26,yes,340
871995,7,marketing,4,48000,2013-09-09,NA,No,
899040,2,engineer,19,304000,2013-07-15,NA,No,
554191,10,customer_service,13,71000,2011-11-29,2013-10-04,yes,675
11086,10,customer_service,27,97000,2015-03-23,NA,No,
327614,1,sales,20,191000,2013-04-01,2015-05-15,yes,774
313519,2,customer_service,28,114000,2013-08-06,2015-07-06,yes,699
680416,3,marketing,28,144000,2015-04-07,NA,No,
905141,6,customer_service,12,65000,2013-09-09,2014-10-31,yes,417
768865,1,design,22,201000,2015-11-09,NA,No,
502228,6,customer_service,10,67000,2014-01-27,2015-11-04,yes,646
610923,3,customer_service,25,88000,2012-04-30,2013-06-19,yes,415
205449,4,design,11,119000,2014-01-13,2015-01-27,yes,379
749407,3,data_science,22,252000,2012-01-30,2014-10-17,yes,991
339765,2,engineer,29,304000,2011-12-05,NA,No,
229487,7,sales,7,121000,2011-12-06,NA,No,
560075,2,data_science,23,351000,2015-12-07,NA,No,
11164,1,customer_service,11,73000,2015-09-21,NA,No,
44802,4,design,23,168000,2014-01-27,2015-04-10,yes,438
706854,1,sales,19,204000,2011-10-17,2013-12-06,yes,781
683933,3,sales,16,178000,2014-08-25,2015-06-26,yes,305
10346,1,customer_service,29,132000,2014-09-15,NA,No,
52851,1,customer_service,16,135000,2012-11-13,2014-01-24,yes,437
769782,1,sales,20,189000,2014-12-01,NA,No,
482166,2,sales,15,173000,2011-02-22,2013-07-31,yes,890
608812,5,design,18,186000,2011-08-01,NA,No,
975702,10,engineer,17,202000,2012-04-09,NA,No,
867511,4,data_science,23,255000,2011-07-05,2013-09-06,yes,794
947549,2,marketing,17,190000,2013-02-19,2014-02-14,yes,360
494503,1,sales,25,187000,2013-04-16,2015-02-06,yes,661
827898,2,engineer,3,97000,2014-04-21,NA,No,
580008,1,customer_service,19,116000,2014-09-29,2015-08-14,yes,319
13671,4,sales,8,91000,2011-06-20,2015-05-15,yes,1425
978526,3,sales,5,108000,2014-10-27,NA,No,
975550,3,data_science,5,164000,2014-11-17,NA,No,
359647,3,customer_service,18,93000,2014-01-15,NA,No,
1845,2,marketing,12,150000,2012-01-30,2014-06-27,yes,879
234146,7,engineer,24,273000,2011-10-18,2012-11-09,yes,388
356544,1,engineer,18,282000,2015-11-09,NA,No,
669061,3,engineer,6,156000,2013-02-04,2015-02-20,yes,746
278306,1,data_science,5,214000,2012-05-21,2013-05-03,yes,347
988439,2,customer_service,25,129000,2015-08-31,NA,No,
851905,5,customer_service,13,64000,2012-03-12,2014-10-17,yes,949
512846,3,data_science,11,137000,2012-10-01,NA,No,
140219,10,engineer,12,157000,2012-03-19,2015-01-16,yes,1033
242667,1,customer_service,3,32000,2014-06-30,2015-05-29,yes,333
154788,1,marketing,21,184000,2013-09-03,NA,No,
153740,4,design,21,179000,2014-06-30,NA,No,
68315,3,customer_service,15,96000,2011-03-28,2012-05-11,yes,410
329868,1,customer_service,7,83000,2014-09-22,2015-10-02,yes,375
517884,7,customer_service,14,64000,2012-12-31,2015-12-04,yes,1068
151884,9,data_science,11,146000,2014-12-30,NA,No,
853091,3,sales,8,111000,2012-03-26,NA,No,
95292,1,customer_service,26,135000,2013-08-19,2014-09-19,yes,396
749002,9,customer_service,19,93000,2014-04-28,NA,No,
451330,2,sales,10,136000,2015-12-07,NA,No,
147368,9,sales,28,157000,2011-06-06,2012-04-27,yes,326
800122,1,marketing,28,199000,2013-07-22,2014-08-01,yes,375
59367,1,data_science,24,213000,2015-06-15,NA,No,
687366,2,engineer,2,82000,2011-04-19,2014-06-06,yes,1144
725665,2,sales,6,140000,2015-04-22,NA,No,
337691,1,customer_service,23,92000,2012-11-05,2013-11-07,yes,367
666395,4,marketing,24,171000,2011-12-27,2012-11-09,yes,318
451494,1,sales,10,115000,2012-09-10,2013-08-29,yes,353
297199,1,marketing,5,152000,2011-05-23,2013-02-08,yes,627
186525,1,customer_service,6,77000,2012-02-27,2013-04-02,yes,400
482771,3,engineer,11,159000,2011-10-31,2013-06-28,yes,606
948118,8,design,20,139000,2014-08-28,2015-09-04,yes,372
395902,3,marketing,3,43000,2012-11-20,2013-11-08,yes,353
11395,10,data_science,29,270000,2012-11-05,NA,No,
204649,1,engineer,25,333000,2012-07-30,2014-04-11,yes,620
158377,7,marketing,9,1.00E+05,2011-09-06,2012-09-21,yes,381
505337,3,marketing,12,110000,2015-08-17,NA,No,
482320,2,engineer,17,305000,2013-03-18,2014-10-02,yes,563
199374,2,sales,15,238000,2011-08-08,2012-08-24,yes,382
4550,1,customer_service,11,91000,2011-05-23,2012-07-13,yes,417
170311,1,engineer,18,312000,2013-06-24,2015-03-06,yes,620
146413,8,marketing,19,156000,2013-05-08,NA,No,
62584,9,design,3,35000,2011-09-06,2014-10-17,yes,1137
227887,1,customer_service,23,124000,2012-09-10,2013-10-04,yes,389
930099,1,customer_service,13,92000,2013-01-23,2014-01-31,yes,373
817915,1,data_science,14,206000,2012-10-01,2015-01-09,yes,830
801578,1,customer_service,27,119000,2015-09-14,NA,No,
169417,1,customer_service,21,102000,2012-03-05,2014-02-28,yes,725
253023,1,customer_service,7,89000,2013-09-23,NA,No,
613488,9,data_science,11,122000,2011-05-23,2012-08-31,yes,466
932999,2,marketing,1,56000,2014-06-23,NA,No,
522117,3,customer_service,17,99000,2015-07-20,NA,No,
127475,1,engineer,29,310000,2014-05-27,2015-03-20,yes,297
686406,1,marketing,12,131000,2015-03-09,NA,No,
280323,1,data_science,1,74000,2011-01-24,2012-08-31,yes,585
531339,3,sales,16,158000,2015-05-04,NA,No,
214603,5,marketing,9,92000,2012-04-30,2013-06-07,yes,403
513041,5,marketing,20,166000,2015-03-02,NA,No,
809654,7,marketing,27,166000,2011-04-04,2013-11-15,yes,956
337072,1,customer_service,11,66000,2013-06-03,NA,No,
648267,3,engineer,22,188000,2013-06-10,2014-05-16,yes,340
72345,1,customer_service,1,35000,2012-01-17,NA,No,
929431,2,engineer,25,285000,2015-07-20,NA,No,
240102,4,marketing,20,167000,2013-12-02,2015-02-13,yes,438
68830,2,design,2,60000,2011-05-23,2015-06-12,yes,1481
397437,6,customer_service,11,64000,2015-06-15,NA,No,
258043,2,customer_service,16,114000,2013-03-19,2015-03-20,yes,731
660098,2,sales,10,140000,2014-07-14,NA,No,
981557,1,engineer,10,194000,2011-08-15,2012-08-31,yes,382
367515,2,sales,18,186000,2014-05-22,NA,No,
141037,2,sales,8,138000,2014-09-22,2015-11-27,yes,431
144680,5,marketing,8,1.00E+05,2012-03-05,2014-02-07,yes,704
686552,7,data_science,9,176000,2014-01-06,2015-01-16,yes,375
232484,3,customer_service,13,60000,2015-08-03,NA,No,
28251,4,customer_service,28,106000,2014-06-30,NA,No,
226747,7,customer_service,16,87000,2012-11-19,2015-02-27,yes,830
34961,7,customer_service,11,77000,2013-04-15,2014-03-21,yes,340
231530,3,customer_service,2,26000,2012-10-22,NA,No,
804611,5,data_science,18,248000,2013-03-25,NA,No,
134586,1,engineer,12,163000,2011-12-21,2012-11-02,yes,317
41384,1,engineer,18,275000,2014-09-29,NA,No,
54209,1,marketing,5,149000,2015-06-01,NA,No,
294482,3,engineer,17,250000,2014-06-23,NA,No,
386636,8,customer_service,12,69000,2015-09-14,NA,No,
172162,1,customer_service,26,131000,2014-10-27,2015-09-11,yes,319
880876,1,customer_service,24,121000,2015-09-14,NA,No,
95658,1,customer_service,5,83000,2011-05-02,2012-05-04,yes,368
250662,2,customer_service,26,128000,2012-03-14,2014-04-11,yes,758
907116,1,customer_service,3,28000,2013-02-25,NA,No,
114107,3,customer_service,11,55000,2014-05-27,NA,No,
502462,6,customer_service,25,93000,2015-03-02,NA,No,
